Country,State,Year,Month,Name Of The Fertilizer Used,Required Fertilizer Quantity (UOM:MT(Metrictonne)),Available Fertilizer Quantity (UOM:MT(Metrictonne))
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","November, 2014",Single super Phosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2014","November, 2014",Monoammonium Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2014","April, 2014",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2016","January, 2017",Single super Phosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","March, 2016",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,45981.300
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",30189.000,36469.950
India,Nagaland,"Financial Year (Apr - Mar), 2012","August, 2012",Diammonium Phosphate,105.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2012","October, 2012",Diammonium Phosphate,150000.000,14656.130
India,Karnataka,"Financial Year (Apr - Mar), 2013","March, 2014",Monoammonium Phosphate,0.000,20.200
India,Ladakh,"Financial Year (Apr - Mar), 2014","March, 2015",Single super Phosphate,19.473,0.000
India,Bihar,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,7550.150
India,Nagaland,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,108800.000,59710.200
India,Chandigarh,"Financial Year (Apr - Mar), 2016","February, 2017",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2012","May, 2012",Triple superphosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2014","October, 2014",Triple superphosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2015","January, 2016",UREA,0.000,-0.400
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,2615.600
India,Rajasthan,"Financial Year (Apr - Mar), 2013","May, 2013",Diammonium Phosphate,63500.000,23482.470
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2015","March, 2016",Diammonium Phosphate,0.000,22859.500
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",32000.000,12582.800
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","September, 2012",Triple superphosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","March, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2014","September, 2014",UREA,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,3000.000,58.700
India,Jharkhand,"Financial Year (Apr - Mar), 2015","November, 2015",Single super Phosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2014","March, 2015","nitrogen, phosphorus, and potassium",111000.000,116971.430
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016","December, 2016","nitrogen, phosphorus, and potassium",0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014","nitrogen, phosphorus, and potassium",5000.000,166.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","December, 2013",UREA,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","February, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,16932.650
India,Nagaland,"Financial Year (Apr - Mar), 2012","July, 2012",Triple superphosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2015","September, 2015",Diammonium Phosphate,0.000,8164.900
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","January, 2014",Triple superphosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","June, 2012",Muriate of Potash (MOP) or Potassium Chloride,250.000,12859.150
India,Ladakh,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,20.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2013","April, 2013",Diammonium Phosphate,25000.000,42475.650
India,Karnataka,"Financial Year (Apr - Mar), 2014","February, 2015",Muriate of Potash (MOP) or Potassium Chloride,42000.000,12180.330
India,Maharashtra,"Financial Year (Apr - Mar), 2013","June, 2013",Diammonium Phosphate,58600.000,26412.130
India,Delhi,"Financial Year (Apr - Mar), 2015","October, 2015",Muriate of Potash (MOP) or Potassium Chloride,200.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","April, 2014",Triple superphosphate,0.000,3526.250
India,Maharashtra,"Financial Year (Apr - Mar), 2016","January, 2017",UREA,191667.000,23694.900
India,Rajasthan,"Financial Year (Apr - Mar), 2013","May, 2013",UREA,100000.000,43293.900
India,Bihar,"Financial Year (Apr - Mar), 2013","February, 2014",Monoammonium Phosphate,0.000,71.650
India,Odisha,"Financial Year (Apr - Mar), 2012","September, 2012","nitrogen, phosphorus, and potassium",44840.000,34829.950
India,Ladakh,"Financial Year (Apr - Mar), 2015","March, 2016",Monoammonium Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2013","January, 2014",Monoammonium Phosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2013","October, 2013","nitrogen, phosphorus, and potassium",5000.000,1377.200
India,Maharashtra,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2013","December, 2013",Muriate of Potash (MOP) or Potassium Chloride,55.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,10.350
India,Jharkhand,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,12000.000,1203.050
India,Gujarat,"Financial Year (Apr - Mar), 2015","January, 2016",Single super Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2016","January, 2017",Monoammonium Phosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",10000.000,16291.700
India,Bihar,"Financial Year (Apr - Mar), 2013","September, 2013",UREA,190000.000,56643.900
India,Karnataka,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,25000.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2012","June, 2012",Muriate of Potash (MOP) or Potassium Chloride,35000.000,35353.410
India,Punjab,"Financial Year (Apr - Mar), 2013","April, 2013",Monoammonium Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2014","December, 2014",Monoammonium Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,2500.000,69.350
India,Chandigarh,"Financial Year (Apr - Mar), 2012","April, 2012",Triple superphosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2013","October, 2013","nitrogen, phosphorus, and potassium",1170.000,263.600
India,Bihar,"Financial Year (Apr - Mar), 2014","February, 2015",Triple superphosphate,0.000,7673.750
India,Jharkhand,"Financial Year (Apr - Mar), 2015","March, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",5000.000,8344.750
India,Maharashtra,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,165.850
India,Jharkhand,"Financial Year (Apr - Mar), 2014","May, 2014",Monoammonium Phosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2012","September, 2012",Triple superphosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",60.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.000,3355.300
India,Gujarat,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,6313.850
India,Delhi,"Financial Year (Apr - Mar), 2013","August, 2013","nitrogen, phosphorus, and potassium",100.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","November, 2015",Diammonium Phosphate,0.000,3374.750
India,Rajasthan,"Financial Year (Apr - Mar), 2013","September, 2013",Single super Phosphate,48000.000,13760.500
India,Puducherry,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",8000.000,11851.100
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2013","September, 2013",Single super Phosphate,30000.000,3173.750
India,Puducherry,"Financial Year (Apr - Mar), 2012","August, 2012",Muriate of Potash (MOP) or Potassium Chloride,800.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2012","October, 2012",Muriate of Potash (MOP) or Potassium Chloride,450.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014",Diammonium Phosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","September, 2015",Diammonium Phosphate,0.000,85.810
India,Puducherry,"Financial Year (Apr - Mar), 2013","December, 2013",Triple superphosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,12646.460
India,Rajasthan,"Financial Year (Apr - Mar), 2013","October, 2013",Monoammonium Phosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2013","June, 2013",UREA,7500.000,1550.000
India,Manipur,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,26580.000,10624.800
India,Chandigarh,"Financial Year (Apr - Mar), 2012","June, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2013","July, 2013",Monoammonium Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2012","October, 2012",Triple superphosphate,0.000,3260.950
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.000,6367.650
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","September, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,19034.500
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",25000.000,16818.950
India,Maharashtra,"Financial Year (Apr - Mar), 2013","August, 2013","nitrogen, phosphorus, and potassium",154400.000,70046.760
India,Haryana,"Financial Year (Apr - Mar), 2014","May, 2014",Monoammonium Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","January, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2015","January, 2016",Single super Phosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2013","January, 2014",UREA,290.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2013","December, 2013",Diammonium Phosphate,123000.000,6549.640
India,Meghalaya,"Financial Year (Apr - Mar), 2015","November, 2015",Diammonium Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2015","January, 2016",Monoammonium Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2013","April, 2013",Triple superphosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","January, 2014",Diammonium Phosphate,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2012","July, 2012",UREA,2000.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2012","May, 2012",Diammonium Phosphate,30000.000,51008.290
India,Jharkhand,"Financial Year (Apr - Mar), 2014","March, 2015",Monoammonium Phosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2013","September, 2013",Diammonium Phosphate,35000.000,11247.250
India,Odisha,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",2500.000,13.300
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013","April, 2013",Triple superphosphate,0.000,3858.250
India,Haryana,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2014","October, 2014",Triple superphosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",UREA,187500.000,31635.150
India,Odisha,"Financial Year (Apr - Mar), 2015","October, 2015","nitrogen, phosphorus, and potassium",0.000,27082.220
India,Kerala,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,3000.000,1756.050
India,Delhi,"Financial Year (Apr - Mar), 2012","October, 2012",UREA,800.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2014","February, 2015",Single super Phosphate,50.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,4268.600
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.000,3526.250
India,Maharashtra,"Financial Year (Apr - Mar), 2013","May, 2013",Muriate of Potash (MOP) or Potassium Chloride,30000.000,41196.680
India,Delhi,"Financial Year (Apr - Mar), 2012","May, 2012",Triple superphosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2015","September, 2015",UREA,0.000,36.000
India,Goa,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",500.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,53.400
India,Jharkhand,"Financial Year (Apr - Mar), 2013","March, 2014",Diammonium Phosphate,13000.000,11679.300
India,Karnataka,"Financial Year (Apr - Mar), 2013","January, 2014",Monoammonium Phosphate,0.000,20.200
India,Rajasthan,"Financial Year (Apr - Mar), 2012","October, 2012",Triple superphosphate,0.000,3526.250
India,Jharkhand,"Financial Year (Apr - Mar), 2013","October, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.000,-3.700
India,Delhi,"Financial Year (Apr - Mar), 2013","October, 2013",Muriate of Potash (MOP) or Potassium Chloride,200.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2013","December, 2013",Muriate of Potash (MOP) or Potassium Chloride,12500.000,7219.950
India,Karnataka,"Financial Year (Apr - Mar), 2015","December, 2015",Single super Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2012","October, 2012",Muriate of Potash (MOP) or Potassium Chloride,100.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2013","February, 2014",Diammonium Phosphate,10000.000,8588.250
India,Rajasthan,"Financial Year (Apr - Mar), 2014","January, 2015",Single super Phosphate,163800.000,12064.210
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",9000.000,1869.700
India,Gujarat,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,13987.330
India,Gujarat,"Financial Year (Apr - Mar), 2012","June, 2012",Triple superphosphate,0.000,6313.850
India,Rajasthan,"Financial Year (Apr - Mar), 2014","October, 2014",UREA,0.000,7724.770
India,Puducherry,"Financial Year (Apr - Mar), 2012","September, 2012",UREA,4000.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2013","April, 2013","nitrogen, phosphorus, and potassium",1690.000,743.950
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Muriate of Potash (MOP) or Potassium Chloride,17730.000,17733.600
India,Karnataka,"Financial Year (Apr - Mar), 2012","August, 2012",Muriate of Potash (MOP) or Potassium Chloride,25000.000,17823.200
India,Jharkhand,"Financial Year (Apr - Mar), 2013","October, 2013",UREA,30000.000,8499.900
India,Gujarat,"Financial Year (Apr - Mar), 2014","April, 2014","nitrogen, phosphorus, and potassium",0.000,20351.520
India,Punjab,"Financial Year (Apr - Mar), 2012","May, 2012",Triple superphosphate,0.000,3355.300
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","July, 2012",UREA,30000.000,75.900
India,Karnataka,"Financial Year (Apr - Mar), 2014","February, 2015",Diammonium Phosphate,48000.000,36482.290
India,Goa,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.000,16775.230
India,Nagaland,"Financial Year (Apr - Mar), 2012","May, 2012",UREA,140.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,11253.250
India,Mizoram,"Financial Year (Apr - Mar), 2014","March, 2015",Diammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2014","February, 2015",Monoammonium Phosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2014","May, 2014",Triple superphosphate,0.000,11905.400
India,Manipur,"Financial Year (Apr - Mar), 2012","September, 2012",Monoammonium Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2013","July, 2013",Diammonium Phosphate,7500.000,104.950
India,Goa,"Financial Year (Apr - Mar), 2013","June, 2013",UREA,100.000,6.000
India,Karnataka,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,23000.000,54179.150
India,Gujarat,"Financial Year (Apr - Mar), 2012","April, 2012",Diammonium Phosphate,40000.000,54296.070
India,Manipur,"Financial Year (Apr - Mar), 2013","March, 2014",Diammonium Phosphate,900.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","May, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2013","October, 2013",UREA,130000.000,18834.200
India,West Bengal,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,26517.780
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","November, 2014",Diammonium Phosphate,0.000,679.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","January, 2016",Monoammonium Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","August, 2012",UREA,30000.000,2389.650
India,West Bengal,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,7377.550
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","June, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012",Triple superphosphate,0.000,16125.250
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016","February, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2012","October, 2012",UREA,111800.000,34181.130
India,Tripura,"Financial Year (Apr - Mar), 2012","May, 2012",Diammonium Phosphate,430.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2014","January, 2015",Muriate of Potash (MOP) or Potassium Chloride,29100.000,18753.750
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",90760.000,19489.250
India,Telangana,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",87.207,105.512
India,Tripura,"Financial Year (Apr - Mar), 2013","December, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,3.750
India,Uttarakhand,"Financial Year (Apr - Mar), 2013","January, 2014",UREA,5000.000,2687.250
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016","February, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,14536.700
India,West Bengal,"Financial Year (Apr - Mar), 2013","February, 2014",Triple superphosphate,0.000,7377.550
India,Tripura,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","November, 2014","nitrogen, phosphorus, and potassium",0.000,27803.770
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","February, 2015",Monoammonium Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","May, 2014",Diammonium Phosphate,0.000,2344.750
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2015","September, 2015",Monoammonium Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2012","July, 2012",UREA,37400.000,1881.380
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","February, 2016",Monoammonium Phosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2014","March, 2015",UREA,130810.390,59199.855
India,Sikkim,"Financial Year (Apr - Mar), 2015","January, 2016",Single super Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Diammonium Phosphate,80000.000,104487.850
India,Sikkim,"Financial Year (Apr - Mar), 2013","December, 2013",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016","December, 2016",Triple superphosphate,0.000,16125.250
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","June, 2012",Monoammonium Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2015","February, 2016","nitrogen, phosphorus, and potassium",0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","November, 2013","nitrogen, phosphorus, and potassium",120000.000,34934.300
India,Telangana,"Financial Year (Apr - Mar), 2012","July, 2012",Triple superphosphate,0.000,778.671
India,West Bengal,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,1008.430
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","November, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.300
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","November, 2014","nitrogen, phosphorus, and potassium",0.000,7063.200
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","November, 2015","nitrogen, phosphorus, and potassium",50000.000,50379.550
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","October, 2015",UREA,0.000,4362.350
India,Telangana,"Financial Year (Apr - Mar), 2014","November, 2014",Triple superphosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2015","January, 2016",Single super Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","May, 2013",Triple superphosphate,0.000,16125.250
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","January, 2014",Triple superphosphate,0.000,16125.250
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,5.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2014","April, 2014",Monoammonium Phosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2012","August, 2012",UREA,54.504,37718.653
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","October, 2014","nitrogen, phosphorus, and potassium",0.000,6.550
India,West Bengal,"Financial Year (Apr - Mar), 2013","September, 2013",Triple superphosphate,0.000,7377.550
India,West Bengal,"Financial Year (Apr - Mar), 2013","November, 2013","nitrogen, phosphorus, and potassium",79150.000,38394.440
India,Uttarakhand,"Financial Year (Apr - Mar), 2016","January, 2017",Diammonium Phosphate,0.000,1470.500
India,Uttarakhand,"Financial Year (Apr - Mar), 2013","June, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Muriate of Potash (MOP) or Potassium Chloride,10000.000,5698.750
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","May, 2014","nitrogen, phosphorus, and potassium",0.000,39589.920
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,16125.250
India,Telangana,"Financial Year (Apr - Mar), 2015","February, 2016",Triple superphosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","May, 2014",Diammonium Phosphate,50000.000,76506.090
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","September, 2015",Monoammonium Phosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,2650.000,490.500
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016","January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,12395.850
India,Sikkim,"Financial Year (Apr - Mar), 2014","March, 2015",Monoammonium Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","September, 2013","nitrogen, phosphorus, and potassium",47590.000,26606.470
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","April, 2014",UREA,0.000,418.100
India,Telangana,"Financial Year (Apr - Mar), 2014","January, 2015",Single super Phosphate,43603.463,2564.996
India,Sikkim,"Financial Year (Apr - Mar), 2016","January, 2017",Diammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016","December, 2016",Diammonium Phosphate,100000.000,251249.180
